/* ITS A GIFT, WITh NO VALUE YOU CAN MEASURE,
*  FOR YOU AND ANYONE BESIDES YOU.
*  0xe328d8daa44b766f8a2e04e0479f6b316c0bf290
*/ 

"GENESIS L1 GIFT v1",
"0xf58f5e4e285b42df930609e6d66ce1f703a309f6",3999
"0xf0201520859c1aacd20699268a00ea08ab715ea2",3999
"0x96d67202e78f679dac6fe1766f1da9ca76271c47",3930
"0x14e4ab735d3cd79c62c574b07a8291b8583d1e05",3930
"0xf484a6a2cce70dfdf58e2029b4ec9c45a16dfd2b",3881
"0xb27bd13e326257889501a667f5fdb3033430bc6c",3854
"0x3883cc08b76d7b2a05e0a9fb9bbc7921278168ff",3854
"0x6401a20d30d7aa5a73ab1b1ae8bb63ff71a2218f",3852
"0x2688ca2b7f6d267386ffd072319d4ae6f8d9f042",3841
"0x8aa0e7361efef0b0417d5c61e3df5b4385c331fa",3816
"0x54f94de7c9be93d0799d7265a6f33a7d41f06cf4",3811
"0x769d5e6beb097eaebf7164c6760f77d05fd0b059",3761
"0xd19a4679105f600b6eaf821b4b3c9bf734c935b9",3755
"0x35b59de7534cbaf1ca185852d174de4e377435c5",3744
"0x8617d3fa837e15e207e48e98ffb091360065898f",3741
"0xb85155e1b94535935b3b11cf97792aa17bdc7963",3736
"0xb774ccbb0e559129c43e5e8c4f10227645ab3ab1",3690
"0xed0a52b323b2d019213bc2a89de49c1282f3f566",3680
"0xb70524be392b9f4681effe0cde9fda3153dbc886",3674
"0x6a025ece5acf32922041392d14b3a9009bffec40",3659
"0xe25483089effe5fbef5a455454e00c1ec111a1ce",3656
"0x082c48bba6e62e9b80d7ff2ab8b5ddbcfbece7d5",3652
"0x7788e35cb54dd069edba00dbc2c4f494b159ecc7",3639
"0x98ae55d388775dd56a0a6d43308cef44306819b7",3634
"0xfb9a37173ce175debfd1deb679be71658f248210",3621
"0x0751633a5f55cbb26cc6abb6b39648b12ebe70c6",3602
"0xf6921b60630a05a50d7b6d14615fc7d9e6caf193",3594
"0x52de4c92935c174bfd73380ba6f94c54429aff89",3594
"0x1e348b2185e0018c8cdd4b003b55437e8f644431",3579
"0xb850c362a23213197e349ec5c430d082099fc474",3535
"0x31b7713b1cdfa8dee88ffc0af0c9a1c9eca59acf",3534
"0x6e12dc672d7f0e42d947834295858ad370eebec1",3525
"0x41d17d61f1b7b871839d33d84c4ed68c3c395256",3515
"0x73c750d57f40d3c69111ac284b4704082018c531",3504
"0x8ebed28c4c452fe7a42082ec5373aa72be8b4221",3494
"0xf06d597358fb28f86dd7eca8cad9a880cff60d2c",3494
"0x9a7041226d81d03525191321efc8761f6f1b9f06",3494
"0xe7bdc72e3a3bc9cce13f38e8c40ed9c5eab2b48a",3494
"0xf0755caded84acfa16620384c6aaf4d83978ed99",3494
"0x91eb6a39f1444051cb66c1adff3ab307d45edd3f",3494
"0x215d67998dacd9da4118e4a4899bec60b79987a0",3494
"0x34516bd26728660c2ae9896b290e41911d86f85d",3494
"0x23b7040b0e90aec8e9a7fdaaa38301eab0863ccf",3494
"0x404c1aa9e136cbb0f909ff2519838ea44ccd6455",3494
"0x85c7199b5a36e87956cca466233de6710e849d6d",3494
"0xac780038c3b4248f1aa5f2e1856292a0e908ad84",3494
"0xbb4445e9baed87ad6890f81f2a6a0394b417a3c7",3494
"0x2b9e8c8d9bfb803fd0e663d6573086ab8c435098",3494
"0xbf6adac9e3aa8a7efd330a1fb0099aa0f4ec17cc",3494
"0x2e3eaa7afa18b8caa232dd3e48f3d9651359ea82",3494
"0x7a5dc8262fac5fd2a12801e486cf4ae9f10dcd05",3494
"0x9498390c3f51a256ccfabe9aef961e1d246dc58e",3494
"0x8fc87c199203332c1cc43430b9fad2b1868e44d0",3494
"0x4bb8ee1c0598be03d4246a816886aec662340a87",3494
"0xb5e96d259b4ed10229c4da407864a610eb01fb88",3494
"0x4408bbb2e3c9345dfc084e0e113a111c00753883",3494
"0x7d0b470103cd5698f413884d706a6a81dadb3f64",3494
"0x9b359a2d9fc799c824cf55599d56730ab8910836",3494
"0x0b0441cdcd867c79ef66aa556504626e69e005de",3494
"0x7f1a61ccc4cce394294cdfb2df1360f2d40f2548",3494
"0x64bcf1b616b5d4a399ca9919b75f7979a13d980a",3494
"0x4acf5fcd324390f050a817edd41cf1d60edbb384",3494
"0xfe4cd5ef2a8a967aee34aef5992830d6a479f825",3494
"0x6ff0be40314fdf5e07bcba38c69be4955d5e6197",3494
"0x82637d3bd84f5e255a989ed0e6763a2ef04946c0",3494
"0x126ed947de7b84ab29526d35cef99c9b72b285a5",3494
"0x80ff59d3518ca8954c5c2a642fc3d553486a9bbd",3494
"0x2d407ddb06311396fe14d4b49da5f0471447d45c",3494
"0xb24d213791b9bdb02fc91a3cf27e42c1f2b831fc",3494
"0xb6b20580d39a363d3dc42a233b7bb7347c6a9805",3494
"0x8dfc8e0ed939c78cefaf531656803ecf3c30074d",3494
"0x63cead176085285a17322f81a5c64037d0feae22",3494
"0x5ff57fe847a6fb357d6765ef7587c057c4253cc5",3494
"0x8c7469d4f7dd1b5bf9085c5411bd2c0513cfd862",3494
"0xccd4c202ab2cd6de8fa3158553f1c679559ca65e",3494
"0x2c64d48fe624bbee2b0518a417a3c4a174ad4007",3494
"0x5c9cd3ca797fc1cc48766235986ab7074b202962",3494
"0x86be7c25942c83584f257629048a89cef316f0bf",3494
"0x95f3e3c14e9f800b83c2c96c1e75188d3a5a18f0",3494
"0x7f10b0a8ece3fbf89df5422862cba7229ac3596b",3494
"0x9e884c13a65e57b0ba4d2c3d608724fee28b42cf",3494
"0x0a3fe4a35b63ed1e6fc3bc4e4569023284cacf13",3494
"0x5cfa6254dc991ca0efaafc84ce92d960e6d4b911",3494
"0xca72b5d7974dbb87136b49a5c9d7ccd022ece7ee",3494
"0x6c3f68d674abf0a5c1c6b7afe6c9bcc74fd37669",3494
"0x2f59fa9bbd3a69332e55e511a31c68e79eb2fb6e",3494
"0x0e02e1fd58af456ee4ebc92d2f1daa5a3c01741f",3494
"0x1fa4823613fb2424cbdab225fc1eefe3bd293c84",3494
"0x1c1eb010b9373292310766b60298a31d12775937",3494
"0x28ac9e4eeca87b5310cb64fbe8ff22f498deae07",3494
"0xf24ea6adb290e4a3f5d0c5da53d328e78dff2789",3494
"0x288b4ff76aed9dc398f7398ac4539aaf313dffa2",3494
"0x45cc933821e738d10fbd60e5b222f93098f0cffc",3494
"0x15b7fec273f6f09786ae3efc6e0aa9ea33f56508",3494
"0x8ddab7763e16f0acbbd2a9e9f3195aac7c7fa51a",3494
"0xe45dfae6b0c3a1cd94c72d314607715252344bbe",3494
"0x12f9b53e44b56774d235b6e6f183fde8a9043065",3494
"0x77d8cb815419f59cb25b3a9332a0f6778c590865",3494
"0x065cb5d18f0d3f9ad2923d9e07e9f68d6e65da78",3494
"0xdd6f641f05a82f0199c2f364e77743f58651b4d4",3494
"0x72e995ac6501c1ff89544fe9229fdd614fed152c",3494
"0x52ad07a854ff71c27eeb85606a30600646ac84b7",3494
"0xf774ee16bf13ae88f4443c2c3489c721fe38d560",3494
"0x710bd5e64b39e7b62df1f3f4682e852ad5c6f372",3494
"0x20d206ea0c7481cd90986644811e88e8b0bdfd1b",3494
"0xc0d883b2fc91f6f6fb8e333d9ff7fbcec7ec5571",3494
"0x3f391e3c7a08a75a4849fa21fa5884a5caaec8d1",3494
"0x5bee938736df6cb720d54db2dfb1e17786caa318",3494
"0x027b4dd192e72475fc7a500b5fe988289591fc6f",3494
"0x52beec59461f28d73522197c1437580e110fa212",3494
"0x8c31ff1f7822838711dfef8c4a88731072d6965a",3494
"0x001d85b3da84afa37e41046f09b44378174e1e75",3494
"0x7f0f5ab22ffcf98a9e46dcf80ccbf27b36b93a28",3494
"0x625fccb779045945a1e84742f22bd7ff190c6882",3494
"0x23f8c3df711372d5f03dd996f5d616f47d68cc2e",3494
"0x8bee1ca8b0f0639a4220f9894f91c854a0687885",3494
"0x7ea92dbce5387f8ff480fe5d557abd4c7b09054f",3494
"0x21cf5649ee1a9362202ebff266ef7bbc8c26a917",3494
"0x8ebe8b747cab6d473483aa3889870cf31c05d1c6",3494
"0xa6123528f0e1226cda6f0a1dd089c59b5b434874",3494
"0x2bdd8a6bef1e49ee2ad65cdea5719dd2f0b28016",3494
"0xdbb8626fb2f43695bc38e0a8f79399981789d5ab",3494
"0x52a1181f2546eaf6c74b50b7ff33fb830f1263a6",3494
"0xa820902d82badb084f02d38b036c19444b953591",3494
"0x67de5ddc951df2e7264eba829d56f9a8bbbb5791",3494
"0x93bb2d258786109439cb268c0a425b314d8abf56",3494
"0xa27b7e9aea33649d77f9df11a4dac8c4a66ebe7f",3494
"0xdbdb43e4381a4466c2d1029914c9e58e2368d741",3494
"0xda0902cb35b422bb83456c2c3f9c3b3ea906042d",3494
"0x542a313e799f4828d3dc2360e7a73bc76d7939ed",3494
"0x4c05f8f59cbd8a1b4c183a2291b208bfea906234",3494
"0xc702b4c5e67ad4beeb9f858c59c6fa4aa81532a3",3494
"0x001b1d25304c9f386b84720ef19ea9caa8253ff0",3494
"0x2767e76ef0d4b7a7f2d4de4df983c1b99f980dc7",3494
"0x6b5406a03c576e628633dc266e3e70e10ceec47c",3494
"0x7c4ff2c171ad8d669b4814d41c28b82f546727a5",3494
"0x1bb5aeb65c919a3c99fb2e3cc69488a839efc147",3494
"0xfad545d7391f9c9a93b6f2c6924c7b6aabb13d21",3494
"0x1ebdbef9bc82293f71f655ed8594ed1e4b42bbb0",3494
"0xa0e0929e3d02ee544de534fe857481fe27fe9cd7",3494
"0x8725a1855c1d9dd729dec72fbed4ad2390e6b3c5",3494
"0x4d7c59819d5569396922278bfd6c6fa559c4cddb",3494
"0xdd20aa8181b30294656a81bcddd00217a0e5eefb",3494
"0x291e8ed3d598b973ae14248c2a48627af19d4ba7",3494
"0xb0e088ee2951af08060dd11de468e4d262948135",3494
"0x6a5a64914be4bbd99931a1b95b01b2f4938087a5",3494
"0x9dc2f0ac392ac034583414006ab92d7c8246ea83",3494
"0xf43d6a3e07a99d52969fa72764ffbb3772a2ca80",3494
"0xe7d620c19e70ec88f3e4a00fbf30905a16db9f02",3494
"0x973c52b7e7759411df90b2007a70356198629cba",3494
"0x0ce78a326f44b9c15ff54042dbcacc61608c1510",3494
"0x4e74b8974e11ec88784a026ef8212b21c878e48b",3494
"0xbd188b749a232fc1d3d9b3398f6ff96db7f4998c",3494
"0xf2a59d31ef99037ba28dc4ea38128d8f07a7e02c",3494
"0x863594784524da91ae8558ef382ce703f38cd92f",3494
"0x86a4723c756d8731107e44abebde1ab10739d06e",3494
"0xc59a510547bc3eddc575fff46f1a32d583d60e80",3494
"0x9d86703d86c88a73216537f9dd05fda7c54272fe",3494
"0x06f19299ff4b49cf86bc9ed034d3828fdadd45f1",3494
"0x53844b5f02e634a6e70b9c67c813af79060c70c3",3494
"0x9efcdf461541da1f91727f2907e18c8f1dcb2be9",3494
"0xdb452fb1bc99cfb37c41d9a6f1600a6ec3445717",3494
"0x173e669483cc0d32f075c089e52a3d8019b6c88c",3494
"0x8bcf5f2e393b4d82c2c041b774b2c3c6fc91f842",3494
"0xd7d0507da914967ea7ff9bd691cef19043d38e5a",3494
"0xae73dee50b1ecabfd5d3d80c03a43902b2a8fe3f",3494
"0xbdca161443c3ef8129ecae499cd04b2b1738c77e",3494
"0x45b95536dd4918864ea603f58bb2d5e1043789cc",3494
"0x7ab9d7a1c5f62c74348d4b9af04243d99709b076",3494
"0x1c4b35a57a4733768ae230510f8430f8aed3c1f5",3494
"0x458cf2b37992d8555b5ee89f25cce63cf5be2759",3494
"0x604148f587d2c0d0de278133cef48ff15a964c49",3494
"0x2c7121dcbd8e2288cd3e181d2c3b2477527c3e81",3494
"0xf7f887a66a0bd517f57481d0c5907aad790e0e7d",3494
"0x140dce1dd2d9f1da5b418c3d71d5db3ee17f5439",3494
"0xbd9f3495ce2c17206f8dbdc5e369d87d9787704a",3494
"0xcba1a275e2d858ecffaf7a87f606f74b719a8a93",3494
"0xfeebb7251827a89143049d400573f71f54676adf",3494
"0x36de6d01ab563d3e0fd7661c75dce8202aa82649",3494
"0xba2c1989195a19c82b08e75e47a477249bb24d6c",3494
"0x600aea91f9ac683bda65b73b8dabc2a6f3acdf35",3494
"0x6dc88b231cd04dd1b1e525161162993f47140006",3494
"0x1db839eab88287a81c838666863a74376eb40824",3494
"0x2368901eea2876a462ebc96639f7ca81ad894ff7",3494
"0xb42c464652683b3e8c725e9aeae096c3179a4a5c",3494
"0xb1708258b9cd32cbe8c15691cb82d3aacd109828",3494
"0xb394f1aa30ba874df3ae6097bf4c2474b2d8f3ac",3494
"0xe500e8b42851f3541744f8bb8373913b3586be15",3494
"0xf4e3cb127cdc9187c457aba7fcdd71967e74192d",3494
"0x5d1db0762e8b48ecd752ddcf79e48215c72ec0fd",3494
"0xb43000d53d11e7e4447edd6e04d2be3bb4111fb0",3494
"0x64fe7e84f92dc7ae9502978285399f1ea6bcfbea",3494
"0x5a0b9483351dc9e62ebdb8c7ec0c2be311966cb6",3494
"0x145eb0c7f29e0d9481473623ef3c2182a58ede01",3494
"0xb83e0ae9db3a5170880d9ab2e9fb866cf78e68d9",3480
"0x8bf64312be1d4e502dcc0533d5cadf0a4f8d551e",3459
"0x3a504c9a8745c584fdd5e9eba269c811d0b94502",3455
"0x0897b4e707acff63e9a993aea6a11cee23c9b492",3454
"0x7c2cafde2b590fa1f8ea79f9cb517c9f23e1f610",3444
"0x5d15f37ecf007789559debc05d9baddefe884d25",3424
"0x947636d5603affc24c07e9b38f3dec891483a166",3424
"0xa0fc0629f979c7b106f550ea1b57a8b362fee7c6",3420
"0xcbe7c78a07c59fdb5ac36836846089c7f8f5ac38",3348
"0x5ccf33026cd0b98193a38138dc8c31acaca15781",3330
"0x012c12304863bea014f0c1ecd73fe409c5f8f14b",3324
"0x3f9dc36db04740af8700adec2cc317b9b9eacef5",3314
"0x420e73aa1c9ebd8f36206dae0e981199d9028cd5",3311
"0xf6c239eba307cb2e054fa696664f2170b9219d98",3299
"0xeb8072339cd23030f028fae1c0fc174ba24e8e6f",3271
"0xe043be3cdf8fc0c3cb62b4731ad5b0742f895734",3271
"0x639a6c3aef2b755bc64cb7ebcc17892a4ff61607",3266
"0xf40240989ae1a545eff43a04d070caf36a3efbc7",3262
"0x0354efec183ea3a191e4caca3511ca8eef4ebf93",3243
"0x9c438484aa2a4be6a556a588193610cb77971bdc",3235
"0xbe26316df4399a9762df24c7c12d619b3ecaa9a0",3234
"0x1b9cfa3f09fa6110a2fc58a1d35146fb59b4d29a",3233
"0x4bfd74d97e67d4b838ccb756a2dfea6cff547b49",3217
"0xd476b6346c2316e63ff78e8d86656fd1f028c3df",3197
"0x3eb7b4a4231a06c9ac4d714ce1e7673570d5b283",3195
"0xdb81875f6e0ade67a7b302644409c7d5b33fdbf0",3191
"0x0e89caaef7e5b2c7e0d62425a4b99483e90f3123",3136
"0x8e7b149a12a05eef9babb583f4c081d29f8ae278",3134
"0xa7da6f273b237cbe0ab2f28f2674827a7082a094",3124
"0x1233aa181c4dc0ee2bcd56779a738cf19f5c33a0",3066
"0x5cb50abc7844a96537f7e96b6f7af8574ef87639",3033
"0xf896ab42abb07276f9497d94f99c185ecb45c231",3029
"0xd34972fcffb5bfab0714ba6ad5e4f214dfe3e4a0",3015
"0x4912ea2eda6bed2c2abfa84f932086200367f7e1",3015
"0xbf70c80e3e1d0056dfa2301ca110782efa2b9db1",3005
"0x0ca3a3b144148642f68b88bded521ce637db8f3e",3005
"0xff0d4b68618ddebf400690056381307e53e2b257",2999
"0xa094198fb0715cffdeb2c39695509b56ed6391b0",2999
"0x1c354da1044fa00f08e5588d18c256d88c49de60",2999
"0x90785a2bfc4ac26f310000171ae7d8dc74e04774",2999
"0x688b5f10e56e9c9a5f86fb7b5915120bdddccbcc",2999
"0xe03e45fee762fe024cbb3f0ac0c41d99342bf4f5",2999
"0x3d335bac4bdf75587d6d6d1666e8a5a34ea4e0e0",2999
"0x201af14cde22e23b988f0f48ef18b7031f360404",2999
"0xb3a1c4d7d370f4ec6980173d8207fd3dd6cc3b11",2999
"0x6eeaac6c1ab5dadb25b4e7460a8f00e0b7504f8c",2999
"0x14a385438b38f2a7f37e2a6a673b3365a6ea3024",2999
"0xa9ffa6b04565e9ef06271ae636cecf466d637201",2999
"0xcbf6841198766ce60271c3b1d59fe0aedb4123b1",2998
"0x9b5cbc873840b2eab03a556044175a9d89ced468",2991
"0x5d9d7a403b1387a1749d876a1235275647f6721a",2987
"0x0206bc8fc7c1e8635d14f73c0fdb035493f2fd84",2948
"0x5dbd87e58d4bde202aee64108fb5ed8eed1e33a0",2946
"0x6164e51d5469ce0225c0054ecf6fd98db1e8ecdd",2935
"0x9be8302d10dfb2f756a3f60e6d25e527d7787259",2932
"0x88ed9d7a515f6fcc15844e851377cf9c803c9d03",2909
"0xeca88938abff4f6329fe99cf67709b392dd0f7cb",2899
"0x5a361a2d2f8160b193d47343e3161441a4908b38",2888
"0x398b03cb1efa46bba0a1aca5f2e096ddb5bbc598",2884
"0x5dd4fc4bf2641e943c96a53448971b2dbb3a5dec",2878
"0x52d69250186505d37b6c1db33b8ff93d86fe0408",2861
"0x519bc13d6e365406b09ae4602515e0fc7bdf7ec2",2846
"0xf9c0bf176ab3836a34ceaab2a1ac2a6497598d2d",2842
"0xe964cced4f2022bbb49ee7e3bc3e2abff20ad0c0",2833
"0xec8d1065729fe186a68fdae92f03f64615245831",2832
"0xe259fd4bb567b8fc300ed7f6725731707ae3d39d",2809
"0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb",2803
"0x3d5fe44a92de3aacc3ab2f313dcdb9554320cf40",2801
"0x35cb279c55f33970251bc1e7254c96b0437ae915",2801
"0xf976de5af4efea193096cf153a6dd2f5c0f1243d",2797
"0xdb8c3735cdb4ee5588ea085c95e7a24f8e639a4a",2792
"0xc088e89a331113e8f2840916be720dacca62fb9a",2791
"0x8f0b18bd7fbb6a0d60f931096257ac34864755ab",2788
"0x1801a3d619130dc3be8d2dc29ab9e1f4358bc7c2",2785
"0x814356ba4947f7cea0fac37c6854737f653bbca5",2780
"0x50cfd1f164f420b3a6fc93f5c0f5055559c1814a",2762
"0xc8f4d87d4b3ed021102c00aebe20d6a2de67b0cb",2757
"0x789c32d5d801b5bfdf7e55b31c51a03376887cfc",2734
"0xa1d919a0c6ee33638fa72a987a4c7eb9d8f87134",2726
"0xf60300fcf8cc5a3169158a446a700fed7e7d1f84",2721
"0x4548314a5386cc0341f069808dece6e724ea9d07",2720
"0x4699012c1995e8fddc34e33b0ff19f4d09a9d3a6",2701
"0xec14cb3c2f5f9b72ce9b443bc5fe18c6a967284c",2680
"0x98040ae8ee9b256b9ed771c864e34e2cb238e09c",2659
"0x08b19a26fd5eb565368408235dafd70fcff0ef80",2646
"0xab2c57668cb7ecd1cf27f360a89516b6a9987ef5",2643
"0x26d6d7478e710dd00daa619ce9763317ef199d99",2640
"0x43a3d11fb60d7f1d9878ac1f10421026444267c1",2615
"0xbf9cc3fa58d9ccffdfc20a4b4c049fca37ac68f4",2607
"0x9474a2a05f73f0f6b3f2a9b482e079dc59897f49",2604
"0x3085f44a3e5a19d0b951e0e23cebddeaa3f4121f",2603
"0x522d9bdbf7fcb4cdbe90f7676ee96b01e0a12bdc",2593
"0xdb02a019cd381378ad62f3c9322d54e567cc88e4",2590
"0xc6bace116f5b9e5bdbc8c03cefd96027927ffa5a",2578
"0xc69f78a3e6c5026b82498b6cb68613a37f4a20a9",2572
"0x70f8fbdc75c1e0d1b172f9b1c7a1b4d96301e342",2571
"0x8e08e916e53e310323e905d4e042173cbff9ba19",2569
"0xc1ec830cb41aa5b57fe439e8beace82ea13a6fde",2543
"0x7543cdae044decdb07b5ccd67f2704f783daf8ca",2539
"0x1f88ac3145d6052f14ecf025b65566a274304343",2535
"0x2fa6e1423510fe3cc2db0bc571d85b0fb214f2a7",2532
"0x67cef7cce7803a7537ca4a2a7aa54b5dd577debb",2517
"0x9378ed78ed9d8b7115948af486c0c594b5ba9bdb",2500
"0x99e40ab2fcc3c0ba6e65244ecf14b7f2d04bad59",2500
"0xbeea300b3707b79e9c4733c06b0699865349a67c",2499
"0x30dc5f4b2ac6641c8ce87d7991190ab1ecb3a68d",2499
"0x04dc3dd560e2440c9e9a8cb22173a0c9f0201370",2490
"0xf86ad6a7c4fd07475b5eb63f4b74f17db4b9e5af",2489
"0xe9dee6fe4bb71fca31c877497a22f3e7f4785730",2489
"0x56d23821a683e9a5e6f7d16b4ae2de0e14f9f371",2448
"0x413a59c36a836dcc2d7df35fc4d6cc5f7384ed7d",2414
"0xc9e8212b505f7463b3356855d452cb0fa6e2b481",2408
"0x4b69d08ea18bfe24bc901b60c985ac9d3b339c04",2401
"0x83fb050f8c965c49e503b41fbf355d162aa1d3b2",2390
"0xb83a4b7e98092eff1a57c258806537f4231ae68e",2371
"0x425f45663364c894a97a6d0b650c66549e65409d",2362
"0x7c369ed3ecd2ea42b6fa0a542a89071fde2b4dbd",2352
"0xe266656c756bdc9a6c8f77a13f90ba2261ea5fbf",2348
"0x468c45ad4d6d604cbb4d1596a2e2c403c2908932",2346
"0x1a67626230f3c1f66de3272de1feaab28de27ccf",2335
"0x883a1b7fd0ad691936c2bfbafc3b465996c1fa2e",2333
"0x7348cf3b616dcb0b3eed1b64de32a589cde02cdb",2317
"0x3d1d6b8ba453e4af2d59c5f39eec0f797332fccf",2308
"0xd41ec41781765c1ca6589adb149c45f00905cbaf",2307
"0x8a6aa2c8f3c431df9bc0f45ee04040d0731ab085",2299
"0x84db8f2e3c20e3a0745859e8abfeb73c8f9dbb1a",2285
"0x5097ea48cb442e2cf90ccaa0833d9d458bb73052",2284
"0xffbf0c9aa44ea6b0c65a1e93bb74b2a9b436e228",2278
"0x1e3a52635c01eb3086ace87eb18c431ef2653665",2275
"0x861fabc853c8d695860a54d8d0a6557fe9be3af4",2274
"0xaacf96236fdbee55278a6f459fc3dece3c0d3299",2269
"0x054eeb751ea13c4d9096c8f33a4138d9fa9b04d5",2265
"0x278f74ed7881ea72b717622f8a39e0d944abc8a6",2250
"0x0696139f110025d967cb17e1b026cc8ec831859a",2244
"0xcf6f862111c4fa10ef350189d23b825eabffa7cf",2235
"0x04b719eaadf1b28946add8d8e978ee25814d9f83",2229
"0xd7daaf1e23b1483e600a02ec51360c4986690ef4",2212
"0xb7d8ddecee44a9f0d5136830c50ed7397fb41614",2204
"0x017fb797087759f430f4b7b9afd1aa3273d9a75c",2202
"0xf3e11195fbc967f25947e26fff752980075557fc",2194
"0x2e67a0df4a2f3320678c54dc17c353ec0ae63d35",2193
"0x71749af1e6a25ddf6f5c9711ea46fcbebfd1fb75",2190
"0x09e6d9a4c98cfd9f990437aa19b0a38b55336109",2180
"0x1a0be64d2a6cefb749410623450830407f0cbb8a",2169
"0x7b48bc8d4bf35d61bc35eb5008d03ce112217a1c",2165
"0x5c8763834df1491bf7dabe4aded50b74c61089ef",2163
"0x935f83a196bd117f40c8e658881089875eb6767e",2157
"0xb6c17057c7417c25d0e89ac364cbfca4fe0af63a",2146
"0x98bbe5a2cc35d4ee85c1bfa3ac039200119552ec",2145
"0x410ce69dc2cad8fe14160f5b721f6f18f0d8f61d",2143
"0xb31767ef5fd23274d59efa9bbd74d25bb362f4e2",2126
"0x8851362132466e9a1836921f59d8a20d6fbf950b",2121
"0xd394cf921ef187886bcf2b2111a4f39e527234da",2119
"0x004a1173c3ffbba306216bdc97adb76da1b279e6",2107
"0x18c739485b1ebc4045948599084c734332860c4a",2100
"0x875b9932eeab29b5848f873b2044e1801773ce8e",2099
"0x3ce10276fede97a8cbc584d3429e23e6a69179a7",2097
"0x982fa4cc9b9d38ff437e3abed7db37711e8f7be9",2090
"0x4f921f166fcc8749472615230edf61060f0dbfa1",2075
"0x1c05d1376bcb3508376cbf840cee73390f0ff016",2070
"0xededb6d882cfbf5dea7803cf0013cef9c2bac06f",2053
"0x1639c86f204866212dbdac5157d31380d8e8932f",2043
"0xc7742be414f576d4553854e63fda1e1089a543d6",2042
"0x6907b803900bb15b9f90ce22b2c38eb73ec42554",2041
"0x1591751f53ec633ca0e8f00cae402c799d519397",2040
"0xda4cd3291b0ea2527db10e364a5d7710e87303dd",2031
"0xc5bce1c328ed8583777fa06f2f92344b2d411a3a",2029
"0x1bcf34ce8c5d46255f25250f278da453d90171e1",2014
"0xcf33531a7185c10094218f5c6f52ab1de82bdde6",2014
"0x530f285315bbb11874dd1f24f3fa063767de9253",2012
"0x86f6e74730a472ec0135e8b76345635a7e2de6ef",2012
"0x3cc85e7dcc0c863a78d44ddeab63a8e6ed387a36",2009
"0x525b41c72c4ea3af9fbd47ac8e9f1ac87364908a",2004
"0x90c9e3a68bbc86a011cfc80247aad087ca4afdb0",2003
"0xc92b70ee60b69b91c2f3910444d2e8b2f7bac997",2003
"0x97a940dc2e113686b83c4b382316be9788357317",2001
"0x20f6db36863d7a51828518cbee07970831f41e3f",1999
"0x8f15295ed30dd7ecbf014c5e767cdf889167a197",1999
"0x40051c12220736f1972a05ca06e9ea444047e38f",1999
"0x9f09d9ba9d2813a12b358b4462358a56a877446f",1999
"0x6a32c866dd25f810ba03e57a09078e8e1b832c3e",1999
"0xd108a557b71205d58352e7c00a6610a62da1d730",1999
"0x19845e6ccee4c3020231647ebc474afbf25e3c12",1999
"0xe90acca05440ad6c2ff51b2f716f7f06d073b2b4",1999
"0xdc7aab21da4b0150342d06366295afbddeecbe20",1999
"0x7070c0c3d32912822595491544b0e598c9f40f35",1999
"0xed92d78d75c1b1b95cdc6282f79505f7edabed02",1999
"0x2a8e0ebda46a075d77d197d21292e38d37a20ab3",1999
"0xfce5d1e3af3eb9e5a646c2862a328b7bb6e4138c",1999
"0x7eba752805e9e7a22e0764d53f40692b84b14522",1999
"0x7a0cca0992c941cb268dc321636421f569ddc8b9",1999
"0xe5f8b547d46b6005f0d3973bebc692b12c2da93d",1999
"0x9e500b31d2aefbfae64a07247c30b2dea98e58aa",1999
"0x4a4bc4ecc23531e64e29f04235a5d0fa99672474",1999
"0x0e05ac67bf2dfd9c877d893612265d2d77f66335",1999
"0xd3a1ca4f2bf8a91811b257426b1f1484592015ae",1999
"0x9926f35ed641e55709ac7651f869eb76e203b75e",1999
"0x0e2c7260327e3609d65690779ad077b9b967612a",1999
"0x73024f4c577ded086ccf97921c51286f8ed1ce86",1999
"0x09890d0ac73142f135ab4aa0300b9bf7fbbb5394",1999
"0x81ff56f90a09927105e0573605019b413d8949d0",1996
"0x841dc83a3852c575603b90db373eed4fd5cd1556",1993
"0xfc5b3a0e1f57daf75a81f735011df092113b1ec6",1985
"0xf0f79a39b0026263ac700e58ebe7023280a3a57a",1968
"0xc17964de33152423adad487bf09b6813a1817130",1964
"0xcf4fd4e4f7cd270279ec76cac791e689b68bfd47",1960
"0xa3177ae28cfd6f025a35a641049eeb2411ee2ad3",1942
"0xda4b61025746ac01b4450ad51a590204be67de00",1938
"0xc5eb4ea00efa37255d9f922360a78a60a0e8c79e",1926
"0x9e477fdfccb84acd33fe798c96ad0344e208b07f",1923
"0x4bcab3f44d64ef76783ef9a48d197f009d61dafc",1922
"0x9800fd201c7440d8b422ed4385bc092e74eaaa3a",1920
"0x21c42f6f64af826bfe6bfd1d195a66ea1a0e3427",1919
"0xb9e993f2c0a94780ee3414707fa6ad80e85b3537",1915
"0x1b7ed58ec68fc4c875becf14c215c4e23468e121",1889
"0x95997dad8ad4ef662739be4d2f5917cdd8206251",1876
"0xe347d6c9daf9c0401a847c1bdba76cf14634c5f0",1871
"0x5d41661aa9cfb25fd4270bcb9393ea7bf8a15546",1863
"0x2770ebf12835bbddcbfbebbb48f250ab277f76b3",1858
