
"GENESIS" SNAPSHOT 2/8, AUG 15 2021

DKUMA SNAPSHOT, ETH MAINNET BLOCK #13029483 
address,balance,block_height,weight,approx. allocation
0xa206d322829e04fb5acd36f289ed5367ac3e73e4,1.30796948944687E+025,13029483,0.1067420557872,1067420.557872
0xb4edfec7aa5588786901c63a8338e4b37611b2af,9.71427253442276E+024,13029483,0.079277187210225,792771.872102254
0xcbddd5ce20450931fca5e57b2d66ecab07acd7c6,9.3695748076131E+024,13029483,0.076464144224001,764641.442240012
0x689f7212b804796bcdd6cc710f76e3af5fb06992,4.5E+024,13029483,0.036724040959513,367240.409595131
0xf675f4e35d61d98d926abc3cb82f8de78939bc5d,4.09522450608071E+024,13029483,0.03342070944438,334207.094443799
0x000000000000000000000000000000000000dead,3.07001926761182E+024,13029483,0.025054114073394,250541.140733936
0x3a210cc0379803ee8ca8c944ecf3b7f6c28ccd5e,3.03497117475314E+024,13029483,0.024768090162795,247680.901627946
0x539c82d5cb886c94dd3e2d76dd5c73936c1cf391,2.66450673777301E+024,13029483,0.021744767683306,217447.676833054
0xb947c1b143c6ab4cead7219d16b5f963aa89e942,2.08352215022444E+024,13029483,0.017003411729977,170034.117299767
0xa71877a3ee0a2df22187be358785b29b3d82b077,2.06693396058178E+024,13029483,0.016868037206448,168680.372064476
0x9503043b84b5a6f9d581a14db820762db40459da,1.77174965441186E+024,13029483,0.01445906819525,144590.681952498
0x159b94c520b6c7dceba1b5b93bdcd4e3b4888ad6,1.71952755249455E+024,13029483,0.014032888948627,140328.889486269
0x5c5d335c6ce4792a6dc7c8e00c20714691889a29,1.62E+024,13029483,0.013220654745425,132206.547454247
0x06f89fa4f293fa26f6e8179f182709c2df8aaf99,1.60137595877581E+024,13029483,0.013068665844814,130686.658448139
0xd6e93c1fe5c45c82e39057e542920fb110492bca,1.4738536539764E+024,13029483,0.012027969323768,120279.693237683
0xb44a883686cc947d9f39d44e12534c88cccc4b69,1.32900898430386E+024,13029483,0.01084590675003,108459.067500302
0x90ae898cadded329029658db553caa149e77ae89,1.28861628445607E+024,13029483,0.010516266046991,105162.660469912
0xc3c1100b5c403f4a281b7cccc12d8ed3d305ce77,1.22833003937467E+024,13029483,0.010024276150621,100242.761506213
0x965ef37cf5bdc377e0039b05f6fd179cb922d0b7,1.1618658441569E+024,13029483,0.009481868633395,94818.6863339494
0xbfcc050ca65f5b061faf264ea9fc9f5659b694a3,1.15776535410115E+024,13029483,0.009448404952337,94484.0495233687
0x1a39c12a7e046fbc69311c4beb8b11535157e055,1.1111111E+024,13029483,0.009067664343771,90676.6434377103
0x63ee50181a241b08a8bf3885ef8310841ab9a5cf,1.1111111E+024,13029483,0.009067664343771,90676.6434377103
0x8b11149cab2d2dfa608aaeae4c6611fc5d0afc34,1.07923547160156E+024,13029483,0.008807530592012,88075.3059201222
0x9821913fb8faaca8d6978c340e5beea8a343ce50,1.07898014295462E+024,13029483,0.00880544688097,88054.4688097038
0x0044859451763d3143d5264f5562cb91dc51fe99,1.07246340013351E+024,13029483,0.008752264407574,87522.6440757371
0x3b6e25bbfedb698153d5ca96a9c3d4f8ffe39aa9,1.00025054146484E+024,13029483,0.00816294263434,81629.4263434
